id,created_at,source,original_text,lang,favorite_count,retweet_count,original_author,hashtags,user_mentions,place,clean_tweet,compound,neg,neu,pos,sentiment
1.3e+18,2020-09-06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",COVID-19 Outpatient Study ⁦@realDonaldTrump⁩ ⁦@VP⁩  https://t.co/OtHScz0aIJ,en,1.0,0.0,Deerhillgirl,,"realDonaldTrump, VP",United States,CO VID - 19 ĠOut patient ĠStudy Ġâ ģ ¦ @ realDonaldTrump âģ © Ġâ ģ ¦ @ VP âģ © Ġ Ġhttps :// t . co / O t H Sc z 0 a IJ,0.0,0.0,1.0,0.0,neu,"['CO VID - 19 ĠOut patient ĠStudy Ġâ ģ ¦ @ realDonaldTrump âģ © Ġâ ģ ¦ @ VP âģ © Ġ Ġhttps :// t . co / O t H Sc z 0 a IJ', ('vaccine', 0.5346626043319702), ('infection', 0.3510494530200958), ('death', 0.11428793519735336)]"
1.31e+18,2020-09-17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@ShamikaRavi @nitin_gadkari So feeling week is also a symptom of Covid-19, hence half of Indian population should g… https://t.co/f7dyb8Jkrn",en,0.0,192.0,RishiNandwana,,"ShamikaRavi, nitin_gadkari",,"@ Sham ika R avi Ġ@ nit in _ g ad k ari ĠSo Ġfeeling Ġweek Ġis Ġalso Ġa Ġsymptom Ġof ĠCov id - 19 , Ġhence Ġhalf Ġof ĠIndian Ġpopulation Ġshould Ġg âĢ¦ Ġhttps :// t . co / f 7 dy b 8 J k rn",0.0,0.0,1.0,0.0,neu,"['@ Sham ika R avi Ġ@ nit in _ g ad k ari ĠSo Ġfeeling Ġweek Ġis Ġalso Ġa Ġsymptom Ġof ĠCov id - 19 , Ġhence Ġhalf Ġof ĠIndian Ġpopulation Ġshould Ġg âĢ¦ Ġhttps :// t . co / f 7 dy b 8 J k rn', ('infection', 0.8087934851646423), ('vaccine', 0.1298627257347107), ('death', 0.06134375184774399)]"
1.31e+18,2020-10-06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @News12CT: The city of #Waterbury's police chief is just one of many city officials infected with COVID-19 due to an outbreak, officials…",en,0.0,342.0,CholaRunner,Waterbury,News12CT,,"RT Ġ@ News 12 CT : ĠThe Ġcity Ġof Ġ# Water bury 's Ġpolice Ġchief Ġis Ġjust Ġone Ġof Ġmany Ġcity Ġofficials Ġinfected Ġwith ĠCO VID - 19 Ġdue Ġto Ġan Ġoutbreak , Ġofficials âĢ¦",0.0,0.0,1.0,0.0,neu,"[""RT Ġ@ News 12 CT : ĠThe Ġcity Ġof Ġ# Water bury 's Ġpolice Ġchief Ġis Ġjust Ġone Ġof Ġmany Ġcity Ġofficials Ġinfected Ġwith ĠCO VID - 19 Ġdue Ġto Ġan Ġoutbreak , Ġofficials âĢ¦"", ('infection', 0.9662069082260132), ('death', 0.02718205936253071), ('vaccine', 0.00661106500774622)]"
1.3e+18,2020-09-12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @wjxt4: COVID-19 UPDATE | Nearly 80% of a record 212 new cases reported Saturday in Alachua County are among patients aged 15-24. https:…,en,0.0,14090.0,rmatthartley,,wjxt4,"Jacksonville, FL",RT Ġ@ w j xt 4 : ĠCO VID - 19 ĠUPDATE Ġ| ĠNearly Ġ80 % Ġof Ġa Ġrecord Ġ212 Ġnew Ġcases Ġreported ĠSaturday Ġin ĠAl ach ua ĠCounty Ġare Ġamong Ġpatients Ġaged Ġ15 - 24 . Ġhttps : âĢ¦,0.0,0.0,1.0,0.0,neu,"['RT Ġ@ w j xt 4 : ĠCO VID - 19 ĠUPDATE Ġ| ĠNearly Ġ80 % Ġof Ġa Ġrecord Ġ212 Ġnew Ġcases Ġreported ĠSaturday Ġin ĠAl ach ua ĠCounty Ġare Ġamong Ġpatients Ġaged Ġ15 - 24 . Ġhttps : âĢ¦', ('vaccine', 0.4284794330596924), ('death', 0.29731622338294983), ('infection', 0.2742043137550354)]"
1.31e+18,2020-09-22,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @ShellyMBoulder: Papers chosen to be key literature by US EPA in Indoor Air and COVID Transmission. well.https://t.co/txoZNXppEQ,en,0.0,265.0,breathfight,,ShellyMBoulder,,RT Ġ@ She lly MB oulder : ĠPapers Ġchosen Ġto Ġbe Ġkey Ġliterature Ġby ĠUS ĠEPA Ġin ĠInd oor ĠAir Ġand ĠCO VID ĠTransmission . Ġwell . https :// t . co / tx o Z N X pp E Q,0.2732,0.0,0.811,0.189,pos,"['RT Ġ@ She lly MB oulder : ĠPapers Ġchosen Ġto Ġbe Ġkey Ġliterature Ġby ĠUS ĠEPA Ġin ĠInd oor ĠAir Ġand ĠCO VID ĠTransmission . Ġwell . https :// t . co / tx o Z N X pp E Q', ('vaccine', 0.4416756331920624), ('infection', 0.29900407791137695), ('death', 0.25932028889656067)]"
1.32e+18,2020-10-14,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @UNTHigherEd: Don’t miss the #UNTedu 2020 (Virtual) Texas #HigherEdLaw Conference!  Oct 26-28 #Cybersecurity #COVID #DACA #studentaffair…,en,0.0,504.0,dr_acartwright,"UNTedu, HigherEdLaw, Cybersecurity, COVID, DACA",UNTHigherEd,"Denton, TX",RT Ġ@ UN TH ig her Ed : ĠDon âĢ Ļ t Ġmiss Ġthe Ġ# UN T edu Ġ2020 Ġ( Virtual ) ĠTexas Ġ# Higher Ed Law ĠConference ! Ġ ĠOct Ġ26 - 28 Ġ# Cy ber security Ġ# CO VID Ġ# D ACA Ġ# student aff air âĢ¦,-0.1531,0.286,0.714,0.0,neg,"['RT Ġ@ UN TH ig her Ed : ĠDon âĢ Ļ t Ġmiss Ġthe Ġ# UN T edu Ġ2020 Ġ( Virtual ) ĠTexas Ġ# Higher Ed Law ĠConference ! Ġ ĠOct Ġ26 - 28 Ġ# Cy ber security Ġ# CO VID Ġ# D ACA Ġ# student aff air âĢ¦', ('vaccine', 0.39494577050209045), ('infection', 0.3547714054584503), ('death', 0.25028282403945923)]"
1.32e+18,2020-10-16,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @KELOLaurenS: This morning, @RepDustyJohnson took a tour of the Beadle County COVID-19 testing site in Huron. He spoke with the medical…",en,0.0,5.0,KELODanS,,"KELOLaurenS, RepDustyJohnson","Sioux Falls, SD","RT Ġ@ K EL OL a uren S : ĠThis Ġmorning , Ġ@ Rep Dust y Johnson Ġtook Ġa Ġtour Ġof Ġthe ĠB ead le ĠCounty ĠCO VID - 19 Ġtesting Ġsite Ġin ĠHur on . ĠHe Ġspoke Ġwith Ġthe Ġmedical âĢ¦",0.0,0.0,1.0,0.0,neu,"['RT Ġ@ K EL OL a uren S : ĠThis Ġmorning , Ġ@ Rep Dust y Johnson Ġtook Ġa Ġtour Ġof Ġthe ĠB ead le ĠCounty ĠCO VID - 19 Ġtesting Ġsite Ġin ĠHur on . ĠHe Ġspoke Ġwith Ġthe Ġmedical âĢ¦', ('death', 0.37354859709739685), ('infection', 0.32284870743751526), ('vaccine', 0.3036027252674103)]"
1.32e+18,2020-10-20,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",'A precautionary step due to the unprecedented conditions currently caused by the Covid-19 crisis'  https://t.co/yX2gz52IHc,en,0.0,106.0,101greatgoals,,,,' A Ġprecaution ary Ġstep Ġdue Ġto Ġthe Ġunprecedented Ġconditions Ġcurrently Ġcaused Ġby Ġthe ĠCov id - 19 Ġcrisis ' Ġ Ġhttps :// t . co / y X 2 gz 52 I H c,0.0,0.0,1.0,0.0,neu,"[""' A Ġprecaution ary Ġstep Ġdue Ġto Ġthe Ġunprecedented Ġconditions Ġcurrently Ġcaused Ġby Ġthe ĠCov id - 19 Ġcrisis ' Ġ Ġhttps :// t . co / y X 2 gz 52 I H c"", ('infection', 0.38280031085014343), ('vaccine', 0.33334946632385254), ('death', 0.2838503122329712)]"
1.31e+18,2020-09-30,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @IPS_Infection: Delighted that the inspirational @emrsa15 will be speaking about the impact of climate change on healthcare-associated i…,en,0.0,0.0,peyo3319,,"IPS_Infection, emrsa15",France,RT Ġ@ IPS _ In fect ion : ĠDel ight ed Ġthat Ġthe Ġinspirational Ġ@ em rs a 15 Ġwill Ġbe Ġspeaking Ġabout Ġthe Ġimpact Ġof Ġclimate Ġchange Ġon Ġhealthcare - associated Ġi âĢ¦,0.5994,0.0,0.642,0.358,pos,"['RT Ġ@ IPS _ In fect ion : ĠDel ight ed Ġthat Ġthe Ġinspirational Ġ@ em rs a 15 Ġwill Ġbe Ġspeaking Ġabout Ġthe Ġimpact Ġof Ġclimate Ġchange Ġon Ġhealthcare - associated Ġi âĢ¦', ('infection', 0.46341994404792786), ('vaccine', 0.2943858206272125), ('death', 0.24219422042369843)]"
1.32e+18,2020-10-16,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",{{hug}} I'm sorry.  WtF is wrong with people? I don't care about beliefs.  #WearAMask  #SocialDistancing… https://t.co/Ogy2xo1USl,en,0.0,0.0,Airacobra,"WearAMask, SocialDistancing",,... and what is important.,{{ h ug }} ĠI 'm Ġsorry . Ġ ĠW t F Ġis Ġwrong Ġwith Ġpeople ? ĠI Ġdon 't Ġcare Ġabout Ġbeliefs . Ġ Ġ# W ear AM ask Ġ Ġ# Social Dist ancing âĢ¦ Ġhttps :// t . co / O gy 2 x o 1 US l,-0.1531,0.426,0.185,0.389,neg,"[""{{ h ug }} ĠI 'm Ġsorry . Ġ ĠW t F Ġis Ġwrong Ġwith Ġpeople ? ĠI Ġdon 't Ġcare Ġabout Ġbeliefs . Ġ Ġ# W ear AM ask Ġ Ġ# Social Dist ancing âĢ¦ Ġhttps :// t . co / O gy 2 x o 1 US l"", ('infection', 0.6250085830688477), ('vaccine', 0.2145555168390274), ('death', 0.16043585538864136)]"
1.3e+18,2020-08-31,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @IndianMuslimahs: Tripura: Seven teenagers rape 8-year-old girl after inviting her to play, say police!!!  Four of them have been sent t…",en,0.0,8.0,Pablo63134338,,IndianMuslimahs,,"RT Ġ@ Indian Muslim ahs : ĠTrip ura : ĠSeven Ġteenagers Ġrape Ġ8 - year - old Ġgirl Ġafter Ġinviting Ġher Ġto Ġplay , Ġsay Ġpolice !!! Ġ ĠFour Ġof Ġthem Ġhave Ġbeen Ġsent Ġt âĢ¦",-0.5106,0.26,0.608,0.133,neg,"['RT Ġ@ Indian Muslim ahs : ĠTrip ura : ĠSeven Ġteenagers Ġrape Ġ8 - year - old Ġgirl Ġafter Ġinviting Ġher Ġto Ġplay , Ġsay Ġpolice !!! Ġ ĠFour Ġof Ġthem Ġhave Ġbeen Ġsent Ġt âĢ¦', ('infection', 0.9096168279647827), ('vaccine', 0.0458366721868515), ('death', 0.04454648867249489)]"
1.32e+18,2020-10-16,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","The #COVID ICU patient census has doubled in Ontario in ~ 2 weeks. As before, hospitals serving racialized, margina… https://t.co/zed2NThdjV",en,0.0,5775.0,drmwarner,COVID,,"Toronto, Ontario","The Ġ# CO VID ĠIC U Ġpatient Ġcensus Ġhas Ġdoubled Ġin ĠOntario Ġin Ġ~ Ġ2 Ġweeks . ĠAs Ġbefore , Ġhospitals Ġserving Ġracial ized , Ġmarg ina âĢ¦ Ġhttps :// t . co / zed 2 N Th dj V",0.0,0.0,1.0,0.0,neu,"['The Ġ# CO VID ĠIC U Ġpatient Ġcensus Ġhas Ġdoubled Ġin ĠOntario Ġin Ġ~ Ġ2 Ġweeks . ĠAs Ġbefore , Ġhospitals Ġserving Ġracial ized , Ġmarg ina âĢ¦ Ġhttps :// t . co / zed 2 N Th dj V', ('infection', 0.573672890663147), ('vaccine', 0.2996416389942169), ('death', 0.12668545544147491)]"
1.32e+18,2020-10-17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @CTVKitchener: UPDATE: Three more positive cases of COVID-19 have been added to an outbreak at Laurier University, bringing the total to…",en,0.0,1709.0,alyssaquessyy,,CTVKitchener,"Kitchener, Ontario","RT Ġ@ CTV Kit chen er : ĠUPDATE : ĠThree Ġmore Ġpositive Ġcases Ġof ĠCO VID - 19 Ġhave Ġbeen Ġadded Ġto Ġan Ġoutbreak Ġat ĠLaur ier ĠUniversity , Ġbringing Ġthe Ġtotal Ġto âĢ¦",0.0,0.0,1.0,0.0,neu,"['RT Ġ@ CTV Kit chen er : ĠUPDATE : ĠThree Ġmore Ġpositive Ġcases Ġof ĠCO VID - 19 Ġhave Ġbeen Ġadded Ġto Ġan Ġoutbreak Ġat ĠLaur ier ĠUniversity , Ġbringing Ġthe Ġtotal Ġto âĢ¦', ('vaccine', 0.7023821473121643), ('infection', 0.2411743402481079), ('death', 0.056443534791469574)]"
1.3e+18,2020-08-22,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @peac4love: 💐🍸🍷🎶🌈🌅#hamburg today🌺💜🧡💓#HappyWeekend Friends!🌾❤🎨❤🌤💖☮✨☮peace☮✨💖✨love💖✨ No war!🌎🌳🚴‍♀️🏕🏔🍀🌱🥀🌷#COVIDー19 #staysafe https://t.co/8…,en,0.0,269.0,ConnieAlfonso5,"hamburg, HappyWeekend, COVIDー19, staysafe",peac4love,"Bogotá, D.C., Colombia",RT Ġ@ pe ac 4 love : ĠðŁ Ĵ Ĳ ðŁ į ¸ ðŁ į · ðŁ İ ¶ ðŁ Į Ī ðŁ Į ħ # ham burg Ġtoday ðŁ Į º ðŁ Ĵ ľ ðŁ § ¡ ðŁ Ĵ ĵ # Happy Week end ĠFriends ! ðŁ Į ¾ âĿ ¤ ðŁ İ ¨ âĿ ¤ ðŁ Į ¤ ðŁ Ĵ ĸ âĺ ® âľ ¨ âĺ ® peace âĺ ® âľ ¨ ðŁ Ĵ ĸ âľ ¨ love ðŁ Ĵ ĸ âľ ¨ ĠNo Ġwar ! ðŁ Į İ ðŁ Į ³ ðŁ ļ ´ âĢ į âĻ Ģ ï¸ı ðŁ ı ķ ðŁ ı Ķ ðŁ į Ģ ðŁ Į ± ðŁ ¥ Ģ ðŁ Į · # CO VID ãĥ¼ 19 Ġ# st ays afe Ġhttps :// t . co / 8 âĢ¦,-0.1779,0.429,0.22,0.352,neg,"['RT Ġ@ pe ac 4 love : ĠðŁ Ĵ Ĳ ðŁ į ¸ ðŁ į · ðŁ İ ¶ ðŁ Į Ī ðŁ Į ħ # ham burg Ġtoday ðŁ Į º ðŁ Ĵ ľ ðŁ § ¡ ðŁ Ĵ ĵ # Happy Week end ĠFriends ! ðŁ Į ¾ âĿ ¤ ðŁ İ ¨ âĿ ¤ ðŁ Į ¤ ðŁ Ĵ ĸ âĺ ® âľ ¨ âĺ ® peace âĺ ® âľ ¨ ðŁ Ĵ ĸ âľ ¨ love ðŁ Ĵ ĸ âľ ¨ ĠNo Ġwar ! ðŁ Į İ ðŁ Į ³ ðŁ ļ ´ âĢ į âĻ Ģ ï¸ı ðŁ ı ķ ðŁ ı Ķ ðŁ į Ģ ðŁ Į ± ðŁ ¥ Ģ ðŁ Į · # CO VID ãĥ¼ 19 Ġ# st ays afe Ġhttps :// t . co / 8 âĢ¦', ('vaccine', 0.37960347533226013), ('infection', 0.37448909878730774), ('death', 0.24590742588043213)]"
1.31e+18,2020-10-07,"<a href=""https://pesarika.co.ke"" rel=""nofollow"">Corona Updates EA</a>",RT @ABC: Fear is natural in the face of the most deadly pandemic in a century. It’s also useful. https://t.co/sw4mpMTzS3,en,0.0,0.0,CovidUpdatesEA,,ABC,,RT Ġ@ ABC : ĠFear Ġis Ġnatural Ġin Ġthe Ġface Ġof Ġthe Ġmost Ġdeadly Ġpand emic Ġin Ġa Ġcentury . ĠIt âĢ Ļ s Ġalso Ġuseful . Ġhttps :// t . co / sw 4 mp MT z S 3,-0.4939,0.314,0.686,0.0,neg,"['RT Ġ@ ABC : ĠFear Ġis Ġnatural Ġin Ġthe Ġface Ġof Ġthe Ġmost Ġdeadly Ġpand emic Ġin Ġa Ġcentury . ĠIt âĢ Ļ s Ġalso Ġuseful . Ġhttps :// t . co / sw 4 mp MT z S 3', ('death', 0.6741167902946472), ('infection', 0.27596840262413025), ('vaccine', 0.049914877861738205)]"
1.32e+18,2020-10-17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @ShamikaRavi: Older comes first? It’s NEET exam not COVID-19 vaccine!  Make them joint-first @DG_NTA 🙏,en,0.0,2990.0,madanabhat,,"ShamikaRavi, DG_NTA",The Earth,RT Ġ@ Sham ika R avi : ĠOlder Ġcomes Ġfirst ? ĠIt âĢ Ļ s ĠNE ET Ġexam Ġnot ĠCO VID - 19 Ġvaccine ! Ġ ĠMake Ġthem Ġjoint - first Ġ@ D G _ N TA ĠðŁ Ļ ı,0.0,0.0,1.0,0.0,neu,"['RT Ġ@ Sham ika R avi : ĠOlder Ġcomes Ġfirst ? ĠIt âĢ Ļ s ĠNE ET Ġexam Ġnot ĠCO VID - 19 Ġvaccine ! Ġ ĠMake Ġthem Ġjoint - first Ġ@ D G _ N TA ĠðŁ Ļ ı', ('vaccine', 0.9762558937072754), ('infection', 0.018868504092097282), ('death', 0.004875583108514547)]"
1.31e+18,2020-10-03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @JesseDamiani: BREAKING: Chris Christie tests positive for Covid-19 https://t.co/Gw7cSGNmte,en,0.0,1081.0,obsidiandracon,,JesseDamiani,"Indianapolis, IN",RT Ġ@ Jes se Dam iani : ĠBRE AKING : ĠChris ĠChristie Ġtests Ġpositive Ġfor ĠCov id - 19 Ġhttps :// t . co / G w 7 c S GN m te,0.0,0.0,1.0,0.0,neu,"['RT Ġ@ Jes se Dam iani : ĠBRE AKING : ĠChris ĠChristie Ġtests Ġpositive Ġfor ĠCov id - 19 Ġhttps :// t . co / G w 7 c S GN m te', ('vaccine', 0.5901308059692383), ('infection', 0.2674981355667114), ('death', 0.1423710733652115)]"
1.31e+18,2020-09-26,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @CleoCrossingx: Just a heads up and don’t shoot the messenger etc, but if you get an email from the Department of Health or NHS saying n…",en,0.0,0.0,Hanahaki_Eden,,CleoCrossingx,,"RT Ġ@ Cle o Cross ing x : ĠJust Ġa Ġheads Ġup Ġand Ġdon âĢ Ļ t Ġshoot Ġthe Ġmessenger Ġetc , Ġbut Ġif Ġyou Ġget Ġan Ġemail Ġfrom Ġthe ĠDepartment Ġof ĠHealth Ġor ĠNHS Ġsaying Ġn âĢ¦",0.2023,0.176,0.588,0.235,pos,"['RT Ġ@ Cle o Cross ing x : ĠJust Ġa Ġheads Ġup Ġand Ġdon âĢ Ļ t Ġshoot Ġthe Ġmessenger Ġetc , Ġbut Ġif Ġyou Ġget Ġan Ġemail Ġfrom Ġthe ĠDepartment Ġof ĠHealth Ġor ĠNHS Ġsaying Ġn âĢ¦', ('death', 0.42231181263923645), ('infection', 0.35881033539772034), ('vaccine', 0.21887792646884918)]"
1.3e+18,2020-09-06,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@dancing_lens So it is against cdc to evict anyone until December 31st    Idk if this helps but you could fight it  https://t.co/kVqdqtg1SN,en,0.0,35.0,dannidivagates,,dancing_lens,"Denver, CO",@ d ancing _ l ens ĠSo Ġit Ġis Ġagainst Ġc dc Ġto Ġevict Ġanyone Ġuntil ĠDecember Ġ31 st Ġ Ġ Ġ ĠId k Ġif Ġthis Ġhelps Ġbut Ġyou Ġcould Ġfight Ġit Ġ Ġhttps :// t . co / k V q dq tg 1 SN,-0.0772,0.315,0.472,0.213,neg,"['@ d ancing _ l ens ĠSo Ġit Ġis Ġagainst Ġc dc Ġto Ġevict Ġanyone Ġuntil ĠDecember Ġ31 st Ġ Ġ Ġ ĠId k Ġif Ġthis Ġhelps Ġbut Ġyou Ġcould Ġfight Ġit Ġ Ġhttps :// t . co / k V q dq tg 1 SN', ('infection', 0.6557793021202087), ('death', 0.19441291689872742), ('vaccine', 0.14980773627758026)]"
1.31e+18,2020-09-27,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",Our interactive unemployment tracker gives a unique view of COVID-19's impact on jobs in the U.S.  From comparisons… https://t.co/SJ6YUBF9YC,en,0.0,0.0,McKinsey,,,Global,Our Ġinteractive Ġunemployment Ġtracker Ġgives Ġa Ġunique Ġview Ġof ĠCO VID - 19 's Ġimpact Ġon Ġjobs Ġin Ġthe ĠU . S . Ġ ĠFrom Ġcomparisons âĢ¦ Ġhttps :// t . co / S J 6 Y UB F 9 YC,0.0,0.0,1.0,0.0,neu,"[""Our Ġinteractive Ġunemployment Ġtracker Ġgives Ġa Ġunique Ġview Ġof ĠCO VID - 19 's Ġimpact Ġon Ġjobs Ġin Ġthe ĠU . S . Ġ ĠFrom Ġcomparisons âĢ¦ Ġhttps :// t . co / S J 6 Y UB F 9 YC"", ('vaccine', 0.5888324975967407), ('infection', 0.2954975962638855), ('death', 0.11566991358995438)]"
1.31e+18,2020-10-08,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @LOVEruru11: Covid-19 is really exhausting. Don’t forget the reason why you are all in your positions. We are begging for our rights to…,en,0.0,466.0,ChadGrumbling,,LOVEruru11,29812,RT Ġ@ LO VE r uru 11 : ĠCov id - 19 Ġis Ġreally Ġexhausting . ĠDon âĢ Ļ t Ġforget Ġthe Ġreason Ġwhy Ġyou Ġare Ġall Ġin Ġyour Ġpositions . ĠWe Ġare Ġbegging Ġfor Ġour Ġrights Ġto âĢ¦,-0.4767,0.406,0.594,0.0,neg,"['RT Ġ@ LO VE r uru 11 : ĠCov id - 19 Ġis Ġreally Ġexhausting . ĠDon âĢ Ļ t Ġforget Ġthe Ġreason Ġwhy Ġyou Ġare Ġall Ġin Ġyour Ġpositions . ĠWe Ġare Ġbegging Ġfor Ġour Ġrights Ġto âĢ¦', ('vaccine', 0.6492547988891602), ('infection', 0.24749112129211426), ('death', 0.10325407236814499)]"
1.31e+18,2020-10-01,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Every year, thousands are forced to fight their deportation cases alone simply because they can't afford a lawyer.… https://t.co/qc2HVD6oDh",en,1.0,0.0,ACLUNJ,,,New Jersey,"Every Ġyear , Ġthousands Ġare Ġforced Ġto Ġfight Ġtheir Ġdeportation Ġcases Ġalone Ġsimply Ġbecause Ġthey Ġcan 't Ġafford Ġa Ġlawyer . âĢ¦ Ġhttps :// t . co / q c 2 H VD 6 o D h",-0.3818,0.206,0.794,0.0,neg,"[""Every Ġyear , Ġthousands Ġare Ġforced Ġto Ġfight Ġtheir Ġdeportation Ġcases Ġalone Ġsimply Ġbecause Ġthey Ġcan 't Ġafford Ġa Ġlawyer . âĢ¦ Ġhttps :// t . co / q c 2 H VD 6 o D h"", ('death', 0.37317806482315063), ('vaccine', 0.33961009979248047), ('infection', 0.2872117757797241)]"
1.32e+18,2020-10-19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @TheView: .@ananavarro discusses her husband’s COVID-19 recovery after he was hospitalized: “He’s out of the woods, I am feeling so bles…",en,0.0,64.0,TainaQueen1,,"TheView, ananavarro",,"RT Ġ@ The View : Ġ. @ anan av arro Ġdiscusses Ġher Ġhusband âĢ Ļ s ĠCO VID - 19 Ġrecovery Ġafter Ġhe Ġwas Ġhospitalized : ĠâĢ ľ He âĢ Ļ s Ġout Ġof Ġthe Ġwoods , ĠI Ġam Ġfeeling Ġso Ġbl es âĢ¦",0.0,0.0,1.0,0.0,neu,"['RT Ġ@ The View : Ġ. @ anan av arro Ġdiscusses Ġher Ġhusband âĢ Ļ s ĠCO VID - 19 Ġrecovery Ġafter Ġhe Ġwas Ġhospitalized : ĠâĢ ľ He âĢ Ļ s Ġout Ġof Ġthe Ġwoods , ĠI Ġam Ġfeeling Ġso Ġbl es âĢ¦', ('infection', 0.6590175628662109), ('vaccine', 0.23502466082572937), ('death', 0.10595780611038208)]"
1.32e+18,2020-10-19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @KXAN_News: Honoring them 🌼💛🧡 Austin Latino Coalition holds vigil to remember lives lost to COVID-19 https://t.co/rmB0xkNPzR https://t.c…,en,0.0,5.0,SVSalon,,KXAN_News,texas,RT Ġ@ K X AN _ News : ĠHon oring Ġthem ĠðŁ Į ¼ ðŁ Ĵ Ľ ðŁ § ¡ ĠAustin ĠLatino ĠCoalition Ġholds Ġvigil Ġto Ġremember Ġlives Ġlost Ġto ĠCO VID - 19 Ġhttps :// t . co / rm B 0 x k NP z R Ġhttps :// t . c âĢ¦,0.2263,0.17,0.593,0.237,pos,"['RT Ġ@ K X AN _ News : ĠHon oring Ġthem ĠðŁ Į ¼ ðŁ Ĵ Ľ ðŁ § ¡ ĠAustin ĠLatino ĠCoalition Ġholds Ġvigil Ġto Ġremember Ġlives Ġlost Ġto ĠCO VID - 19 Ġhttps :// t . co / rm B 0 x k NP z R Ġhttps :// t . c âĢ¦', ('death', 0.7617282271385193), ('vaccine', 0.16422033309936523), ('infection', 0.07405145466327667)]"
1.31e+18,2020-10-03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @KarlTurnerMP: #Tory MPs are begining to see the effect of the utter chaos @BorisJohnson brought about through incompetence in handling…,en,0.0,7527.0,tshep42,Tory,"KarlTurnerMP, BorisJohnson",,RT Ġ@ Karl Turn er MP : Ġ# T ory ĠMPs Ġare Ġbegin ing Ġto Ġsee Ġthe Ġeffect Ġof Ġthe Ġutter Ġchaos Ġ@ B oris Johnson Ġbrought Ġabout Ġthrough Ġincompetence Ġin Ġhandling âĢ¦,0.0,0.0,1.0,0.0,neu,"['RT Ġ@ Karl Turn er MP : Ġ# T ory ĠMPs Ġare Ġbegin ing Ġto Ġsee Ġthe Ġeffect Ġof Ġthe Ġutter Ġchaos Ġ@ B oris Johnson Ġbrought Ġabout Ġthrough Ġincompetence Ġin Ġhandling âĢ¦', ('infection', 0.533886730670929), ('vaccine', 0.2556386888027191), ('death', 0.21047455072402954)]"
1.3e+18,2020-08-30,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",How many deaths are/were truly caused by COVID-19??  It’s hard to say when all deaths are labeled as such! Dumbass… https://t.co/nBUJwN5yRD,en,0.0,298.0,1fullboat,,,U.S.A.,How Ġmany Ġdeaths Ġare / were Ġtruly Ġcaused Ġby ĠCO VID - 19 ?? Ġ ĠIt âĢ Ļ s Ġhard Ġto Ġsay Ġwhen Ġall Ġdeaths Ġare Ġlabeled Ġas Ġsuch ! ĠDumb ass âĢ¦ Ġhttps :// t . co / n BU J w N 5 y RD,-0.9153,0.681,0.319,0.0,neg,"['How Ġmany Ġdeaths Ġare / were Ġtruly Ġcaused Ġby ĠCO VID - 19 ?? Ġ ĠIt âĢ Ļ s Ġhard Ġto Ġsay Ġwhen Ġall Ġdeaths Ġare Ġlabeled Ġas Ġsuch ! ĠDumb ass âĢ¦ Ġhttps :// t . co / n BU J w N 5 y RD', ('death', 0.9702821969985962), ('infection', 0.015279148705303669), ('vaccine', 0.01443858165293932)]"
